######NeighbourhoodRange 0
0.0145889	0.027352	0.00364919	0.0018259	0.00937953	0.000784015	0.00364919	2.6047e-06	0.000523545	2.6047e-06	2.6047e-06	
0.027352	0.0812693	0.0836136	0.0580875	0.0776227	0.0242263	0.035687	0.0101609	0.0156308	0.00312825	0.00417013	
0.00364919	0.0836136	0.0328219	0.00208637	0.0377708	0.00130496	0.00651436	0.00338872	0.00833765	0.000523545	0.000523545	
0.0018259	0.0580875	0.00208637	0.00469107	2.6047e-06	2.6047e-06	0.00312825	2.6047e-06	0.000263075	0.0018259	2.6047e-06	
0.00937953	0.0776227	0.0377708	2.6047e-06	0.00469107	2.6047e-06	0.000263075	2.6047e-06	0.00338872	2.6047e-06	2.6047e-06	
0.000784015	0.0242263	0.00130496	2.6047e-06	2.6047e-06	2.6047e-06	2.6047e-06	2.6047e-06	0.000263075	2.6047e-06	2.6047e-06	
0.00364919	0.035687	0.00651436	0.00312825	0.000263075	2.6047e-06	0.000523545	2.6047e-06	0.00104449	2.6047e-06	2.6047e-06	
2.6047e-06	0.0101609	0.00338872	2.6047e-06	2.6047e-06	2.6047e-06	2.6047e-06	2.6047e-06	2.6047e-06	2.6047e-06	0.000523545	
0.000523545	0.0156308	0.00833765	0.000263075	0.00338872	0.000263075	0.00104449	2.6047e-06	2.6047e-06	2.6047e-06	2.6047e-06	
2.6047e-06	0.00312825	0.000523545	0.0018259	2.6047e-06	2.6047e-06	2.6047e-06	2.6047e-06	2.6047e-06	2.6047e-06	2.6047e-06	
2.6047e-06	0.00417013	0.000523545	2.6047e-06	2.6047e-06	2.6047e-06	2.6047e-06	0.000523545	2.6047e-06	2.6047e-06	2.6047e-06	
######NeighbourhoodRange 1
0.0128084	0.0271087	0.00299026	0.00213651	0.00768589	0.000642447	0.0032037	2.13438e-06	0.00042901	2.13438e-06	2.13438e-06	
0.0271087	0.144286	0.0761994	0.0557093	0.0702231	0.0217728	0.0337253	0.00960683	0.0168637	0.00363057	0.00341714	
0.00299026	0.0761994	0.0388478	0.00192307	0.0309506	0.00106932	0.00533807	0.00299026	0.00683214	0.00042901	0.00042901	
0.00213651	0.0557093	0.00192307	0.00555151	0.00042901	0.000215572	0.00341714	2.13438e-06	0.000215572	0.0014962	2.13438e-06	
0.00768589	0.0702231	0.0309506	0.00042901	0.00512464	2.13438e-06	0.000215572	2.13438e-06	0.00277682	2.13438e-06	2.13438e-06	
0.000642447	0.0217728	0.00106932	0.000215572	2.13438e-06	2.13438e-06	2.13438e-06	2.13438e-06	0.000215572	2.13438e-06	2.13438e-06	
0.0032037	0.0337253	0.00533807	0.00341714	0.000215572	2.13438e-06	0.00128276	2.13438e-06	0.000855885	2.13438e-06	0.000215572	
2.13438e-06	0.00960683	0.00299026	2.13438e-06	2.13438e-06	2.13438e-06	2.13438e-06	2.13438e-06	2.13438e-06	2.13438e-06	0.00042901	
0.00042901	0.0168637	0.00683214	0.000215572	0.00277682	0.000215572	0.000855885	2.13438e-06	2.13438e-06	2.13438e-06	2.13438e-06	
2.13438e-06	0.00363057	0.00042901	0.0014962	2.13438e-06	2.13438e-06	2.13438e-06	2.13438e-06	2.13438e-06	2.13438e-06	2.13438e-06	
2.13438e-06	0.00341714	0.00042901	2.13438e-06	2.13438e-06	2.13438e-06	0.000215572	0.00042901	2.13438e-06	2.13438e-06	0.00042901	
######NeighbourhoodRange 2
0.0313409	0.0130069	0.00164614	0.00141109	0.00313479	0.000235834	0.00117604	7.83502e-07	0.000549235	7.91337e-05	7.83502e-07	
0.0130069	0.405228	0.0513202	0.0249161	0.0327512	0.00893271	0.0139471	0.00376159	0.00807085	0.00148944	0.00141109	
0.00164614	0.0513202	0.08932	0.00109769	0.01191	0.000392534	0.00235129	0.00109769	0.00266469	0.000157484	0.000470885	
0.00141109	0.0249161	0.00109769	0.0327512	0.000549235	0.000549235	0.00282139	7.91337e-05	0.000314184	0.000784285	7.83502e-07	
0.00313479	0.0327512	0.01191	0.000549235	0.0238192	0.000314184	0.000627585	7.91337e-05	0.00148944	7.83502e-07	7.83502e-07	
0.000235834	0.00893271	0.000392534	0.000549235	0.000314184	0.00438839	7.91337e-05	7.83502e-07	0.000157484	0.000157484	7.83502e-07	
0.00117604	0.0139471	0.00235129	0.00282139	0.000627585	7.91337e-05	0.00955951	7.83502e-07	0.000705935	7.83502e-07	7.91337e-05	
7.83502e-07	0.00376159	0.00109769	7.91337e-05	7.91337e-05	7.83502e-07	7.83502e-07	0.00109769	7.83502e-07	7.83502e-07	0.000157484	
0.000549235	0.00807085	0.00266469	0.000314184	0.00148944	0.000157484	0.000705935	7.83502e-07	0.0076791	7.83502e-07	7.91337e-05	
7.91337e-05	0.00148944	0.000157484	0.000784285	7.83502e-07	0.000157484	7.83502e-07	7.83502e-07	7.83502e-07	0.000314184	7.83502e-07	
7.83502e-07	0.00141109	0.000470885	7.83502e-07	7.83502e-07	7.83502e-07	7.91337e-05	0.000157484	7.91337e-05	7.83502e-07	0.000470885	
######NeighbourhoodRange 3
0.0536545	0.00380231	0.000440755	0.000457073	0.000897665	4.91178e-05	0.000359164	3.27996e-05	0.000375482	9.80725e-05	1.63182e-07	
0.00380231	0.537261	0.0302052	0.00905677	0.0111945	0.00246421	0.00385126	0.00101189	0.00199099	0.000440755	0.000375482	
0.000440755	0.0302052	0.126303	0.00112612	0.00345962	0.000179664	0.000750801	0.000228618	0.000734483	3.27996e-05	0.000130709	
0.000457073	0.00905677	0.00112612	0.0489548	0.000277573	0.000261255	0.000930301	8.17543e-05	9.80725e-05	0.000326527	1.64814e-05	
0.000897665	0.0111945	0.00345962	0.000277573	0.047682	0.000163345	0.000277573	3.27996e-05	0.000408119	1.63182e-07	1.63182e-07	
4.91178e-05	0.00246421	0.000179664	0.000261255	0.000163345	0.00535254	3.27996e-05	8.17543e-05	3.27996e-05	3.27996e-05	3.27996e-05	
0.000359164	0.00385126	0.000750801	0.000930301	0.000277573	3.27996e-05	0.0132832	4.91178e-05	0.000228618	1.64814e-05	3.27996e-05	
3.27996e-05	0.00101189	0.000228618	8.17543e-05	3.27996e-05	8.17543e-05	4.91178e-05	0.00133826	1.64814e-05	1.64814e-05	3.27996e-05	
0.000375482	0.00199099	0.000734483	9.80725e-05	0.000408119	3.27996e-05	0.000228618	1.64814e-05	0.00943209	1.63182e-07	3.27996e-05	
9.80725e-05	0.000440755	3.27996e-05	0.000326527	1.63182e-07	3.27996e-05	1.64814e-05	1.64814e-05	1.63182e-07	0.00117507	1.63182e-07	
1.63182e-07	0.000375482	0.000130709	1.64814e-05	1.63182e-07	3.27996e-05	3.27996e-05	3.27996e-05	3.27996e-05	1.63182e-07	0.00104453	
######NeighbourhoodRange 4
0.0597118	0.00363181	0.000509631	0.000390381	0.000813176	6.51538e-05	0.000401222	2.17902e-05	0.000390381	7.59948e-05	1.08409e-07	
0.00363181	0.533568	0.0316014	0.00866199	0.011112	0.00194063	0.00317649	0.000802335	0.00188643	0.000444586	0.000477108	
0.000509631	0.0316014	0.126622	0.00114924	0.00329574	0.000173563	0.000661404	0.000151881	0.000585517	2.17902e-05	0.000108517	
0.000390381	0.00866199	0.00114924	0.0481337	0.000227767	0.000216927	0.000802335	5.43129e-05	0.000108517	0.000292813	1.09493e-05	
0.000813176	0.011112	0.00329574	0.000227767	0.0494563	0.000206086	0.000314495	4.3472e-05	0.000509631	1.09493e-05	1.08409e-07	
6.51538e-05	0.00194063	0.000173563	0.000216927	0.000206086	0.00505197	2.17902e-05	8.68357e-05	2.17902e-05	2.17902e-05	3.26311e-05	
0.000401222	0.00317649	0.000661404	0.000802335	0.000314495	2.17902e-05	0.0130742	3.26311e-05	0.000238608	1.09493e-05	3.26311e-05	
2.17902e-05	0.000802335	0.000151881	5.43129e-05	4.3472e-05	8.68357e-05	3.26311e-05	0.00134438	1.09493e-05	1.09493e-05	2.17902e-05	
0.000390381	0.00188643	0.000585517	0.000108517	0.000509631	2.17902e-05	0.000238608	1.09493e-05	0.00865115	1.09493e-05	2.17902e-05	
7.59948e-05	0.000444586	2.17902e-05	0.000292813	1.09493e-05	2.17902e-05	1.09493e-05	1.09493e-05	1.09493e-05	0.00136606	1.08409e-07	
1.08409e-07	0.000477108	0.000108517	1.09493e-05	1.08409e-07	3.26311e-05	3.26311e-05	2.17902e-05	2.17902e-05	1.08409e-07	0.00117093	
######NeighbourhoodRange 5
0.0612319	0.00371136	0.000603061	0.000416224	0.000747436	5.10407e-05	0.000424716	1.70702e-05	0.000348283	0.000101996	1.70702e-05	
0.00371136	0.530365	0.0340131	0.00880694	0.0111254	0.00180901	0.00312537	0.000772914	0.00180052	0.000467179	0.000407731	
0.000603061	0.0340131	0.125708	0.00121453	0.00316783	0.000297327	0.000671002	0.00014446	0.000518135	2.55628e-05	9.35038e-05	
0.000416224	0.00880694	0.00121453	0.0469813	0.000433209	0.000280342	0.000908796	4.25481e-05	9.35038e-05	0.000297327	2.55628e-05	
0.000747436	0.0111254	0.00316783	0.000433209	0.0477966	0.000229386	0.000399238	4.25481e-05	0.000594569	1.70702e-05	8.49263e-08	
5.10407e-05	0.00180901	0.000297327	0.000280342	0.000229386	0.00497676	5.95333e-05	7.65186e-05	1.70702e-05	1.70702e-05	2.55628e-05	
0.000424716	0.00312537	0.000671002	0.000908796	0.000399238	5.95333e-05	0.0129768	2.55628e-05	0.000280342	8.57755e-06	5.10407e-05	
1.70702e-05	0.000772914	0.00014446	4.25481e-05	4.25481e-05	7.65186e-05	2.55628e-05	0.00125699	1.70702e-05	1.70702e-05	1.70702e-05	
0.000348283	0.00180052	0.000518135	9.35038e-05	0.000594569	1.70702e-05	0.000280342	1.70702e-05	0.00847573	8.57755e-06	3.40554e-05	
0.000101996	0.000467179	2.55628e-05	0.000297327	1.70702e-05	1.70702e-05	8.57755e-06	1.70702e-05	8.57755e-06	0.00134192	8.49263e-08	
1.70702e-05	0.000407731	9.35038e-05	2.55628e-05	8.49263e-08	2.55628e-05	5.10407e-05	1.70702e-05	3.40554e-05	8.49263e-08	0.00105317	
######NeighbourhoodRange 6
0.0606582	0.0036518	0.000634206	0.000386384	0.000677939	7.29617e-05	0.000430117	1.46507e-05	0.000313495	8.75395e-05	1.46507e-05	
0.0036518	0.532366	0.0353147	0.0089654	0.0109626	0.00173483	0.00314158	0.000765406	0.00188789	0.00047385	0.000371806	
0.000634206	0.0353147	0.124261	0.00126834	0.0030614	0.00027705	0.000619628	0.000145851	0.000466561	3.65173e-05	8.75395e-05	
0.000386384	0.0089654	0.00126834	0.0460512	0.000422828	0.000262473	0.000816428	5.10951e-05	8.02506e-05	0.000298917	2.19395e-05	
0.000677939	0.0109626	0.0030614	0.000422828	0.0469696	0.000196873	0.000415539	3.65173e-05	0.00053945	1.46507e-05	7.28888e-08	
7.29617e-05	0.00173483	0.00027705	0.000262473	0.000196873	0.00481074	8.75395e-05	8.02506e-05	2.19395e-05	1.46507e-05	2.92284e-05	
0.000430117	0.00314158	0.000619628	0.000816428	0.000415539	8.75395e-05	0.0131492	2.92284e-05	0.000284339	1.46507e-05	4.38062e-05	
1.46507e-05	0.000765406	0.000145851	5.10951e-05	3.65173e-05	8.02506e-05	2.92284e-05	0.00126834	1.46507e-05	1.46507e-05	1.46507e-05	
0.000313495	0.00188789	0.000466561	8.02506e-05	0.00053945	2.19395e-05	0.000284339	1.46507e-05	0.00863011	1.46507e-05	2.92284e-05	
8.75395e-05	0.00047385	3.65173e-05	0.000298917	1.46507e-05	1.46507e-05	1.46507e-05	1.46507e-05	1.46507e-05	0.00137038	7.28888e-08	
1.46507e-05	0.000371806	8.75395e-05	2.19395e-05	7.28888e-08	2.92284e-05	4.38062e-05	1.46507e-05	2.92284e-05	7.28888e-08	0.00103509	
######NeighbourhoodRange 7
0.0631897	0.0038558	0.000724174	0.000420913	0.000705607	7.43298e-05	0.000482803	1.86289e-05	0.000359023	8.05188e-05	1.24399e-05	
0.0038558	0.523316	0.038279	0.00963632	0.0116416	0.00174536	0.00342876	0.000835576	0.00192484	0.000513748	0.00037759	
0.000724174	0.038279	0.121787	0.00137402	0.00315026	0.00026	0.000649906	0.000130031	0.000538504	3.10068e-05	9.28968e-05	
0.000420913	0.00963632	0.00137402	0.0452045	0.000433291	0.000266189	0.000885088	6.81408e-05	9.28968e-05	0.000309511	3.71958e-05	
0.000705607	0.0116416	0.00315026	0.000433291	0.0463927	0.000235244	0.000464236	3.71958e-05	0.000581827	1.24399e-05	6.18899e-08	
