#nBeat:	48
#pitchRankWidth:	10
### uniMetProb
0.186535	0.000112025	5.22579e-05	0.00784803	0.0010683	2.77381e-05	0.0658405	0.00010283	0.00204909	0.0240878	0.000335769	2.16081e-05	0.10811	0.00010896	0.000107428	0.0112134	0.00293947	6.75828e-05	0.0990389	0.000142675	0.00181769	0.0154492	0.000649929	6.45178e-05	0.127836	0.00013961	0.000112025	0.012021	0.00111887	1.54781e-05	0.072798	0.000228494	0.00231268	0.0198214	0.000633072	3.6933e-05	0.119902	0.000251482	0.00011509	0.0119367	0.00268048	6.60503e-05	0.0838764	0.000236157	0.00132576	0.0139366	0.000715826	9.36351e-05	
### uniMetRHProb
0.161335	0.000164183	8.22376e-05	0.0093508	0.00155725	3.83385e-05	0.0665396	0.000164183	0.00278935	0.0246482	0.000512449	3.83385e-05	0.104284	0.000161256	0.000155403	0.0132754	0.00339808	3.83385e-05	0.0985654	0.000211008	0.00172406	0.0197988	0.00104509	3.83385e-05	0.125464	0.000208082	0.000164183	0.0124354	0.00169772	2.95587e-05	0.0733674	0.000380751	0.00309957	0.0212884	0.000945586	5.88248e-05	0.117524	0.000392458	0.000178816	0.0140129	0.00385756	3.83385e-05	0.093081	0.000366118	0.00199916	0.0182769	0.00113874	7.9311e-05	
### uniMetLHProb
0.214233	5.50114e-05	1.96239e-05	0.00619634	0.000531133	1.64069e-05	0.0650714	3.57091e-05	0.00123566	0.0234718	0.000141871	3.53874e-06	0.112314	5.17943e-05	5.50114e-05	0.00894691	0.00243562	0.00010005	0.099558	6.78795e-05	0.00192089	0.010668	0.000215863	9.36158e-05	0.130442	6.46625e-05	5.50114e-05	0.0115656	0.000482878	3.21704e-07	0.0721714	6.14455e-05	0.00144799	0.0182088	0.000289855	1.31899e-05	0.122515	9.68329e-05	4.53603e-05	0.00965466	0.00138687	9.68329e-05	0.0737574	9.36158e-05	0.000585823	0.00916567	0.000251251	0.000109701	
### trMetProb
0.012747	0.00132592	0.000811239	0.0926209	0.0113255	2.69596e-05	0.524489	2.45087e-06	0.0101	0.0568627	0.000517134	2.45087e-06	0.212027	2.45087e-06	2.45087e-06	0.000639678	0.000149503	2.45087e-06	0.0355646	2.45087e-06	7.5977e-05	0.000492625	5.14683e-05	2.45087e-06	0.0291678	2.45087e-06	2.45087e-06	0.000124994	2.45087e-06	2.45087e-06	0.00289448	2.45087e-06	2.45087e-06	0.000223029	2.45087e-06	2.45087e-06	0.00586004	2.45087e-06	2.45087e-06	0.000174012	2.69596e-05	2.45087e-06	0.00152199	5.14683e-05	2.45087e-06	7.5977e-05	2.45087e-06	2.45087e-06	
0.0015674	0.0015674	0.0015674	0.769592	0.0485893	0.0015674	0.0172414	0.0329154	0.0015674	0.0015674	0.0172414	0.0015674	0.0485893	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	
0.00257732	0.00257732	0.00257732	0.131443	0.698454	0.0541237	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	0.00257732	
0.00105269	2.56753e-05	2.56753e-05	2.56753e-05	0.0146606	0.00105269	0.884025	2.56753e-05	2.56753e-05	0.060876	2.56753e-05	2.56753e-05	0.0280117	2.56753e-05	2.56753e-05	0.00156619	2.56753e-05	2.56753e-05	0.00336346	2.56753e-05	2.56753e-05	0.000795933	2.56753e-05	2.56753e-05	0.000282428	2.56753e-05	2.56753e-05	0.000282428	2.56753e-05	2.56753e-05	0.00105269	2.56753e-05	2.56753e-05	0.000282428	2.56753e-05	2.56753e-05	0.00053918	2.56753e-05	2.56753e-05	0.000795933	2.56753e-05	2.56753e-05	0.00053918	2.56753e-05	2.56753e-05	2.56753e-05	2.56753e-05	2.56753e-05	
0.000179921	0.000179921	0.000179921	0.000179921	0.000179921	0.000179921	0.320439	0.00377834	0.593919	0.052357	0.00197913	0.000179921	0.018172	0.000179921	0.000179921	0.000179921	0.000179921	0.000179921	0.000179921	0.000179921	0.000179921	0.000179921	0.000179921	0.000179921	0.000179921	0.000179921	0.000179921	0.00197913	0.000179921	0.000179921	0.000179921	0.000179921	0.000179921	0.000179921	0.000179921	0.000179921	0.000179921	0.000179921	0.000179921	0.000179921	0.000179921	0.000179921	0.000179921	0.000179921	0.000179921	0.000179921	0.000179921	0.000179921	
0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.320313	0.0859375	0.0859375	0.0078125	0.0859375	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0859375	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	0.0078125	
0.00185773	3.86223e-06	3.86223e-06	3.86223e-06	3.86223e-06	3.86223e-06	3.86223e-06	0.00205084	0.00668551	0.235986	0.00193498	3.86223e-06	0.699762	3.86223e-06	4.24845e-05	0.00351849	3.86223e-06	3.86223e-06	0.034957	3.86223e-06	3.86223e-06	0.000583196	3.86223e-06	3.86223e-06	0.00850076	3.86223e-06	3.86223e-06	8.11068e-05	3.86223e-06	3.86223e-06	0.00104666	3.86223e-06	3.86223e-06	0.000390085	8.11068e-05	3.86223e-06	0.00100804	3.86223e-06	3.86223e-06	0.000119729	3.86223e-06	3.86223e-06	0.0012784	3.86223e-06	3.86223e-06	3.86223e-06	3.86223e-06	3.86223e-06	
0.00159236	0.00159236	0.00159236	0.00159236	0.00159236	0.00159236	0.00159236	0.00159236	0.128981	0.686306	0.0652866	0.00159236	0.00159236	0.0334395	0.00159236	0.00159236	0.00159236	0.00159236	0.00159236	0.00159236	0.00159236	0.00159236	0.00159236	0.00159236	0.00159236	0.00159236	0.00159236	0.00159236	0.00159236	0.00159236	0.00159236	0.00159236	0.00159236	0.00159236	0.00159236	0.00159236	0.00159236	0.00159236	0.00159236	0.0175159	0.00159236	0.00159236	0.00159236	0.00159236	0.00159236	0.00159236	0.00159236	0.00159236	
0.000107089	0.000107089	0.000107089	0.000107089	0.000107089	0.000107089	0.000107089	0.000107089	0.000107089	0.0675734	0.0440137	0.00117798	0.666203	0.000107089	0.000107089	0.000107089	0.203577	0.000107089	0.00331977	0.000107089	0.000107089	0.00224888	0.000107089	0.000107089	0.00760334	0.000107089	0.000107089	0.000107089	0.000107089	0.000107089	0.000107089	0.000107089	0.000107089	0.000107089	0.000107089	0.000107089	0.000107089	0.000107089	0.000107089	0.000107089	0.000107089	0.000107089	0.000107089	0.000107089	0.000107089	0.000107089	0.000107089	0.000107089	
0.00125867	1.13394e-05	1.13394e-05	1.13394e-05	1.13394e-05	1.13394e-05	1.13394e-05	1.13394e-05	1.13394e-05	1.13394e-05	0.00817572	0.00057831	0.745351	0.000691704	0.000124734	0.0694085	0.000238128	1.13394e-05	0.163866	1.13394e-05	0.000124734	0.000918492	1.13394e-05	1.13394e-05	0.00398013	1.13394e-05	1.13394e-05	0.00114528	0.00057831	1.13394e-05	0.00216583	1.13394e-05	1.13394e-05	1.13394e-05	1.13394e-05	1.13394e-05	0.00057831	1.13394e-05	1.13394e-05	0.000238128	1.13394e-05	1.13394e-05	1.13394e-05	1.13394e-05	1.13394e-05	0.000238128	1.13394e-05	1.13394e-05	
